Ensembl.RM.ID,Ensembl.HS.ID,HS.SYMBOL.ID,logFC.W0D1.Prot.Subq,logFC.W0D3.Prot.Subq,logFC.W0D7.Prot.Subq,logFC.W18D0.Prot.Subq,logFC.W18D1.Prot.Subq,logFC.W18D3.Prot.Subq,logFC.W18D7.Prot.Subq,logFC.W88D0.Prot.Subq,logFC.W0D1.Unpr.Subq,logFC.W0D3.Unpr.Subq,logFC.W0D7.Unpr.Subq,logFC.W18D0.Unpr.Subq,logFC.W18D1.Unpr.Subq,logFC.W18D3.Unpr.Subq,logFC.W18D7.Unpr.Subq,logFC.W88D0.Unpr.Subq,logFC.W0D1.Prot.Oral,logFC.W0D3.Prot.Oral,logFC.W0D7.Prot.Oral,logFC.W18D0.Prot.Oral,logFC.W18D1.Prot.Oral,logFC.W18D3.Prot.Oral,logFC.W18D7.Prot.Oral,logFC.W88D0.Prot.Oral,logFC.W0D1.Unpr.Oral,logFC.W0D3.Unpr.Oral,logFC.W0D7.Unpr.Oral,logFC.W18D0.Unpr.Oral,logFC.W18D1.Unpr.Oral,logFC.W18D3.Unpr.Oral,logFC.W18D7.Unpr.Oral,logFC.W88D0.Unpr.Oral,Pval.W0D1.Prot.Subq,Pval.W0D3.Prot.Subq,Pval.W0D7.Prot.Subq,Pval.W18D0.Prot.Subq,Pval.W18D1.Prot.Subq,Pval.W18D3.Prot.Subq,Pval.W18D7.Prot.Subq,Pval.W88D0.Prot.Subq,Pval.W0D1.Unpr.Subq,Pval.W0D3.Unpr.Subq,Pval.W0D7.Unpr.Subq,Pval.W18D0.Unpr.Subq,Pval.W18D1.Unpr.Subq,Pval.W18D3.Unpr.Subq,Pval.W18D7.Unpr.Subq,Pval.W88D0.Unpr.Subq,Pval.W0D1.Prot.Oral,Pval.W0D3.Prot.Oral,Pval.W0D7.Prot.Oral,Pval.W18D0.Prot.Oral,Pval.W18D1.Prot.Oral,Pval.W18D3.Prot.Oral,Pval.W18D7.Prot.Oral,Pval.W88D0.Prot.Oral,Pval.W0D1.Unpr.Oral,Pval.W0D3.Unpr.Oral,Pval.W0D7.Unpr.Oral,Pval.W18D0.Unpr.Oral,Pval.W18D1.Unpr.Oral,Pval.W18D3.Unpr.Oral,Pval.W18D7.Unpr.Oral,Pval.W88D0.Unpr.Oral,adjPval.W0D1.Prot.Subq,adjPval.W0D3.Prot.Subq,adjPval.W0D7.Prot.Subq,adjPval.W18D0.Prot.Subq,adjPval.W18D1.Prot.Subq,adjPval.W18D3.Prot.Subq,adjPval.W18D7.Prot.Subq,adjPval.W88D0.Prot.Subq,adjPval.W0D1.Unpr.Subq,adjPval.W0D3.Unpr.Subq,adjPval.W0D7.Unpr.Subq,adjPval.W18D0.Unpr.Subq,adjPval.W18D1.Unpr.Subq,adjPval.W18D3.Unpr.Subq,adjPval.W18D7.Unpr.Subq,adjPval.W88D0.Unpr.Subq,adjPval.W0D1.Prot.Oral,adjPval.W0D3.Prot.Oral,adjPval.W0D7.Prot.Oral,adjPval.W18D0.Prot.Oral,adjPval.W18D1.Prot.Oral,adjPval.W18D3.Prot.Oral,adjPval.W18D7.Prot.Oral,adjPval.W88D0.Prot.Oral,adjPval.W0D1.Unpr.Oral,adjPval.W0D3.Unpr.Oral,adjPval.W0D7.Unpr.Oral,adjPval.W18D0.Unpr.Oral,adjPval.W18D1.Unpr.Oral,adjPval.W18D3.Unpr.Oral,adjPval.W18D7.Unpr.Oral,adjPval.W88D0.Unpr.Oral
ENSMMUG00000008411,ENSG00000184209,SNRNP35,-0.2866,-0.3358,-0.2652,-0.2025,-0.01556,-0.2289,0.04539,-0.2671,-0.2353,0.1226,-0.05997,-0.1811,0.1291,-0.1464,0.2136,0.1423,-0.678,-0.4803,-0.2448,-0.4157,-0.3099,-0.1284,-0.3523,-0.1698,-0.2526,-0.09434,0.2157,-0.04307,0.1387,0.3446,0.004302,0.473,0.03344,0.02164,0.0487,0.1332,0.9107,0.09023,0.7409,0.06819,0.1505,0.3962,0.7127,0.222,0.4555,0.3152,0.1787,0.3785,2.347e-07,6.058e-05,0.03743,0.0009478,0.008493,0.3104,0.003257,0.1837,0.114,0.5259,0.144,0.7878,0.3535,0.01971,0.9768,0.009986,0.09308,0.06121,0.1903,0.2309,0.9835,0.1437,0.9186,0.1409,0.3642,0.7618,0.9407,0.5106,0.8154,0.4656,0.3816,0.7787,2.655e-06,0.0001771,0.09335,0.01152,0.05327,0.5464,0.008581,0.3257,0.194,0.6081,0.3026,0.8699,0.7686,0.09919,0.9874,0.1138
ENSMMUG00000008427,ENSG00000162885,B3GALNT2,0.5661,0.6788,0.4171,0.6235,0.1062,0.7877,0.2421,0.6214,0.4643,-0.1954,0.03958,0.315,0.2658,0.6428,-0.1918,0.2346,0.7911,0.9518,0.4603,0.4272,0.5188,0.4374,0.7081,0.3133,0.5814,0.6848,0.2294,0.3985,0.1012,0.1349,0.4033,0.2252,0.004826,0.002429,0.04161,0.002171,0.6223,9.495e-05,0.2643,0.005012,0.05314,0.3697,0.8706,0.1497,0.3197,0.002702,0.4347,0.3273,1.87e-05,8.928e-08,0.01104,0.02277,0.003942,0.02701,8.574e-05,0.117,0.01164,0.0017,0.3087,0.09613,0.6562,0.5546,0.06741,0.4192,0.03149,0.01457,0.1756,0.02163,0.9068,0.001635,0.6215,0.02189,0.2053,0.7441,0.9782,0.4426,0.7282,0.02495,0.6238,0.7397,0.0001014,8.8e-07,0.03908,0.0764,0.03785,0.2045,0.0006787,0.237,0.03709,0.00614,0.4966,0.2292,0.9033,0.7479,0.1734,0.7246
ENSMMUG00000008428,ENSG00000169188,APEX2,-0.3659,-0.484,-0.2733,-0.4728,-0.1262,-0.4414,0.01027,-0.5162,-0.2677,0.1848,0.06815,-0.258,-0.07371,-0.2749,0.2075,-0.01744,-0.4752,-0.6436,-0.2808,-0.3468,-0.2833,-0.2011,-0.4858,-0.2545,-0.3661,-0.2085,0.1011,-0.1784,0.1269,0.08484,-0.09642,0.04493,0.01331,0.002633,0.06254,0.001609,0.4106,0.003253,0.946,0.001506,0.1246,0.235,0.6971,0.1059,0.697,0.08281,0.2251,0.9212,0.0004699,9.761e-07,0.02851,0.009699,0.02601,0.1456,0.0001962,0.06721,0.02986,0.1903,0.5211,0.2898,0.4232,0.5909,0.5413,0.8202,0.05449,0.0153,0.2182,0.01966,0.8257,0.01153,0.9833,0.009801,0.3278,0.6724,0.9394,0.4012,0.9171,0.1897,0.4341,0.9826,0.00146,5.748e-06,0.07693,0.04352,0.09489,0.3816,0.001134,0.1599,0.07255,0.2677,0.6834,0.4697,0.806,0.7716,0.6998,0.9371
ENSMMUG00000008431,NA,NA,0.4789,0.2867,0.06349,0.4876,0.1408,0.4466,-0.0394,0.6403,0.2581,-0.5592,-0.5601,0.1182,0.07533,0.0913,-0.5973,-0.05802,0.8835,0.6238,-0.05285,0.2653,0.2467,0.03172,0.3842,0.335,0.2956,0.04235,-0.6388,-0.01396,0.01474,-0.4622,-0.2511,-0.06716,0.01476,0.1794,0.7458,0.01309,0.4883,0.02302,0.8474,0.003103,0.2604,0.007504,0.01619,0.5674,0.762,0.6586,0.01069,0.8003,9.598e-07,0.0003019,0.7563,0.1311,0.1469,0.8631,0.02413,0.06824,0.1768,0.8376,0.002526,0.9491,0.9434,0.02777,0.2265,0.796,0.05776,0.2784,0.8672,0.05176,0.8551,0.04823,0.9524,0.01597,0.4891,0.2362,0.4009,0.7638,0.9372,0.7685,0.1102,0.9585,8.598e-06,0.0007172,0.8305,0.2547,0.2764,0.9324,0.04307,0.1617,0.2709,0.8748,0.01634,0.972,0.9874,0.1241,0.3962,0.9278
ENSMMUG00000008444,ENSG00000112062,MAPK14,0.7016,0.4741,0.2318,0.5901,0.2808,0.6095,0.1759,0.6949,0.5695,-0.2734,-0.235,0.4384,0.2741,0.2975,0.03275,0.1426,1.079,0.7056,-0.01656,0.2894,0.2786,0.04526,0.3655,0.1803,0.3258,-0.05429,-0.6528,-0.2712,-0.1667,-0.7655,-0.5758,-0.4942,0.0007973,0.03718,0.269,0.004732,0.1941,0.003624,0.4207,0.002552,0.01994,0.2194,0.3463,0.0481,0.308,0.1771,0.8952,0.5595,2.166e-08,0.0001126,0.9287,0.125,0.1251,0.8217,0.04646,0.3689,0.1564,0.8033,0.004024,0.2451,0.4518,0.0008422,0.00967,0.08254,0.01316,0.08901,0.4902,0.03074,0.6628,0.01244,0.7454,0.01405,0.1281,0.6624,0.7961,0.31,0.7188,0.3131,0.9438,0.8822,3.797e-07,0.0003021,0.9535,0.2461,0.2482,0.9095,0.07523,0.5266,0.247,0.8467,0.02333,0.4222,0.8223,0.01134,0.04803,0.3449
ENSMMUG00000008501,ENSG00000138674,SEC31A,-0.1964,-0.4097,-0.2308,-0.1044,0.1851,-0.05983,0.2364,-0.2371,-0.3117,0.01287,-0.1111,-0.1525,0.272,-0.004903,0.2165,0.03195,-0.213,-0.3164,0.02701,-0.3706,-0.2032,-0.1392,-0.1641,-0.02166,-0.1038,-0.1173,0.03588,-0.2965,-0.08743,0.1221,-0.02207,0.251,0.07643,0.0008101,0.03766,0.3442,0.1106,0.5884,0.04309,0.05045,0.01725,0.9128,0.391,0.1915,0.05556,0.9668,0.1042,0.8054,0.03345,0.001403,0.782,0.0002433,0.03754,0.1838,0.09149,0.8351,0.4029,0.3176,0.7613,0.01647,0.4535,0.2983,0.8518,0.08915,0.1598,0.007889,0.1655,0.466,0.5422,0.6673,0.2667,0.1132,0.1195,0.9746,0.8168,0.4826,0.3826,0.9805,0.2858,0.959,0.05604,0.002771,0.8499,0.006188,0.1172,0.4223,0.1342,0.8978,0.5098,0.4061,0.8597,0.07878,0.8239,0.5375,0.9146,0.3588
ENSMMUG00000008504,ENSG00000185658,BRWD1,0.6746,1.089,0.6487,0.8464,-0.1811,0.9108,-0.03029,0.9206,0.6178,-0.2129,-0.02415,0.5332,-0.2507,0.5494,-0.6496,0.3233,1.122,1.366,0.4433,0.9617,0.6941,0.601,0.994,0.6659,0.7658,0.821,-0.1115,0.6391,0.07893,-0.2289,0.316,0.1779,0.01995,0.0006397,0.02656,0.00358,0.5663,0.001767,0.9235,0.003871,0.0698,0.491,0.944,0.08512,0.5239,0.07404,0.07177,0.341,2.077e-05,1.256e-07,0.0829,0.000255,0.00635,0.03038,0.0001017,0.01614,0.01876,0.008059,0.7239,0.05099,0.8016,0.4696,0.3074,0.644,0.06813,0.007074,0.14,0.0272,0.8894,0.007845,0.9752,0.01843,0.2375,0.8101,0.9908,0.3743,0.8496,0.1763,0.2414,0.7533,0.0001105,1.162e-06,0.1665,0.006221,0.04672,0.2119,0.0007442,0.05819,0.0518,0.02056,0.8346,0.153,0.9498,0.6857,0.4871,0.8612
ENSMMUG00000008506,ENSG00000173171,MTX1,-0.4535,-0.4916,-0.258,-0.5372,-0.1486,-0.6556,-0.275,-0.5123,-0.2516,0.1493,0.1559,-0.3672,-0.0927,-0.4265,0.1919,-0.1583,-0.6771,-0.8586,-0.3479,-0.3651,-0.3836,-0.2336,-0.647,-0.4012,-0.3302,-0.2103,0.008657,-0.05101,0.07227,0.1624,-0.1622,-0.2035,0.007858,0.007716,0.122,0.002113,0.3992,0.0002186,0.1147,0.006698,0.2116,0.3963,0.4301,0.04715,0.6672,0.02006,0.3272,0.4342,4.882e-05,6.464e-08,0.02156,0.02124,0.01061,0.1493,3.951e-05,0.01787,0.1047,0.2762,0.9633,0.7986,0.7042,0.3848,0.3925,0.3956,0.04022,0.03009,0.3123,0.02141,0.8193,0.002503,0.4318,0.0266,0.4351,0.7618,0.8435,0.3085,0.9056,0.07954,0.5321,0.8162,0.0002231,7.095e-07,0.06294,0.07293,0.05946,0.3849,0.0004396,0.06254,0.1824,0.3618,0.9825,0.8772,0.9211,0.6186,0.5699,0.7065
ENSMMUG00000008509,ENSG00000196505,GDAP2,0.483,0.5189,0.352,0.4049,0.1325,0.6494,0.2625,0.7048,0.1858,-0.1585,-0.2042,0.3021,0.2405,0.2461,-0.2275,0.02393,0.6169,0.5658,0.1802,0.4574,0.3458,0.2293,0.4843,0.3565,0.1356,0.1588,-0.3163,-0.001101,-0.04521,-0.388,-0.207,0.2139,0.0009894,0.00125,0.01733,0.005733,0.3881,1.288e-05,0.09174,1.367e-05,0.2891,0.3165,0.2529,0.0586,0.2178,0.1159,0.2036,0.8912,7.776e-06,1.612e-05,0.1764,0.0008847,0.008494,0.1165,0.0002909,0.01285,0.4179,0.3156,0.05415,0.9948,0.7806,0.01924,0.1967,0.2887,0.01459,0.00996,0.1136,0.03386,0.81,0.0006031,0.3924,0.0004252,0.5179,0.714,0.7481,0.3299,0.64,0.2364,0.4096,0.9759,4.893e-05,5.783e-05,0.2884,0.01109,0.05327,0.3471,0.001468,0.04965,0.5234,0.4041,0.1568,0.9973,0.9439,0.09759,0.3599,0.6186
ENSMMUG00000008514,ENSG00000189308,LIN54,0.3241,0.393,0.2653,0.5928,-0.04382,0.6499,0.2105,0.7385,0.3067,-0.3651,-0.05352,0.2483,-0.167,0.5454,-0.09582,0.1658,0.9484,0.8847,0.5049,0.103,0.3476,0.1856,0.8072,0.4432,0.6647,0.4366,0.1073,-0.06815,0.04474,-0.4201,0.1418,0.1235,0.07107,0.04871,0.1465,0.001109,0.8218,0.0003139,0.2737,0.0002044,0.1473,0.06024,0.8044,0.1962,0.4906,0.003871,0.6525,0.4279,1.147e-08,2.818e-08,0.00186,0.5472,0.03074,0.3037,7.606e-07,0.01255,0.0011,0.02425,0.5922,0.7553,0.8268,0.04452,0.4693,0.6221,0.1518,0.1079,0.344,0.01739,0.9673,0.003026,0.6315,0.002638,0.3598,0.496,0.9625,0.4871,0.8347,0.03079,0.79,0.8133,2.276e-07,3.859e-07,0.01157,0.6852,0.1043,0.5402,7.853e-05,0.04877,0.008132,0.05027,0.7385,0.8472,0.9577,0.1695,0.6393,0.8512
ENSMMUG00000008531,ENSG00000186431,FCAR,0.5894,-0.09393,-0.6241,0.5129,0.3922,-0.04897,-0.4626,0.3361,0.4746,-0.6797,-0.9189,-0.04083,0.2901,-0.6199,-0.6443,-0.5531,1.038,-0.1705,-0.9116,0.5927,0.05592,-0.3964,-0.07428,-0.1469,-0.6859,-1.61,-1.871,-0.6342,-0.8636,-1.674,-1.342,-0.6071,0.09108,0.8061,0.08158,0.1409,0.2786,0.8898,0.2146,0.3852,0.2465,0.07302,0.03599,0.913,0.5154,0.1026,0.1344,0.1866,0.001076,0.5825,0.005474,0.06094,0.8554,0.255,0.8123,0.6626,0.07671,2.775e-05,2.461e-06,0.1022,0.02091,1.71e-05,0.0003953,0.2103,0.1803,0.8535,0.2505,0.2405,0.7434,0.918,0.5686,0.51,0.4751,0.511,0.4977,0.9595,0.8469,0.2183,0.3296,0.597,0.00294,0.6278,0.02402,0.1484,0.9063,0.494,0.8485,0.7784,0.1445,0.0003081,8.103e-05,0.2379,0.2925,0.001011,0.004884,0.5348
ENSMMUG00000008560,ENSG00000095951,HIVEP1,0.3225,0.2815,-0.01875,0.2131,0.08704,0.2553,0.1425,0.3172,0.2871,-0.1238,-0.03301,0.08588,0.005541,0.1424,-0.198,0.1464,0.5461,0.5032,0.03215,0.06954,0.1203,0.05944,0.188,0.03966,0.5175,0.2572,-0.2635,-0.2935,-0.1685,-0.2952,-0.2011,-0.07768,0.004953,0.02448,0.8709,0.06403,0.4697,0.02657,0.2366,0.0125,0.03459,0.3138,0.8116,0.4881,0.9707,0.2447,0.1489,0.2824,1.928e-07,6.843e-07,0.7468,0.502,0.2253,0.583,0.0595,0.7147,8.613e-05,0.03728,0.03785,0.02893,0.1834,0.02076,0.1078,0.624,0.03183,0.06668,0.9346,0.1376,0.8484,0.05409,0.594,0.04114,0.166,0.712,0.9645,0.7125,0.9949,0.3915,0.3478,0.702,2.28e-06,4.313e-06,0.8233,0.6477,0.3684,0.7635,0.09273,0.8141,0.001857,0.07109,0.1219,0.1081,0.6502,0.1026,0.2391,0.8516
ENSMMUG00000008596,NA,NA,-0.06791,-0.4895,-0.2421,-0.223,0.2571,-0.2436,0.3401,-0.1818,0.0508,0.4046,0.3355,0.08211,0.177,0.04224,0.8095,0.1269,-0.6395,-0.5422,-0.5452,-0.6623,-0.2354,-0.3619,-0.7792,-0.1591,-0.2258,-0.2798,-0.2228,-0.05449,0.3998,0.2256,-0.06248,0.0698,0.703,0.01214,0.1763,0.2203,0.1724,0.1823,0.05986,0.3505,0.8162,0.04325,0.1385,0.6879,0.4757,0.8337,0.0001468,0.5741,0.001957,0.003656,0.004247,0.001149,0.1849,0.06758,7.324e-05,0.434,0.3647,0.2309,0.3412,0.8325,0.07822,0.3259,0.7897,0.8045,0.7862,0.04092,0.3828,0.3339,0.6364,0.2566,0.3158,0.4762,0.8977,0.4584,0.6461,0.8374,0.8254,0.8923,0.01699,0.8886,0.004853,0.006544,0.02002,0.01271,0.3222,0.282,0.0006209,0.5881,0.4715,0.3129,0.5278,0.898,0.4956,0.562,0.876,0.9317
ENSMMUG00000008603,ENSG00000185862,EVI2B,0.5063,0.3429,0.03084,0.2946,0.1632,0.3715,0.186,0.544,0.3591,-0.02105,-0.2702,0.1014,0.2556,0.1349,0.06158,0.3866,0.5382,0.4129,-0.1327,0.1335,0.2342,-0.007802,0.151,0.3439,0.1106,0.002656,-0.6368,-0.1701,-0.09045,-0.569,-0.5364,0.13,0.0002636,0.02146,0.8193,0.03071,0.2467,0.006649,0.187,0.0003159,0.02687,0.8844,0.0922,0.4826,0.1396,0.352,0.7015,0.01749,1.902e-05,0.0006233,0.2623,0.2767,0.04934,0.951,0.203,0.007615,0.4714,0.9854,1.79e-05,0.2669,0.5332,0.0001183,0.0002836,0.4745,0.00761,0.06094,0.9086,0.0846,0.7166,0.01905,0.5337,0.003521,0.1478,0.967,0.6044,0.7083,0.5544,0.5007,0.8249,0.1791,0.0001029,0.001354,0.3876,0.4276,0.1382,0.9783,0.2651,0.03428,0.5726,0.9888,0.0003517,0.4454,0.8548,0.003168,0.003809,0.7633
ENSMMUG00000008605,ENSG00000196712,NF1,0.8471,0.8532,0.3297,0.5397,0.05948,0.7589,0.2636,0.8368,0.8775,-0.1556,0.07266,0.4549,0.05837,0.7187,-0.08883,0.4522,1.601,1.425,0.3367,0.4236,0.5096,0.1621,0.7933,0.4008,1.068,0.8078,-0.3132,-0.1134,-0.1656,-0.5453,-0.08975,-0.1974,0.0002918,0.0009273,0.1637,0.02193,0.8116,0.001282,0.2909,0.001105,0.001496,0.5375,0.7968,0.07324,0.8527,0.004226,0.7523,0.1016,1.892e-13,8.985e-12,0.1065,0.04939,0.01343,0.4825,0.0001408,0.07808,4.424e-05,0.001194,0.2289,0.6794,0.5233,0.0409,0.723,0.5374,0.007989,0.008418,0.3675,0.0697,0.964,0.006518,0.6449,0.0079,0.04056,0.8314,0.9613,0.3563,0.9655,0.03236,0.8578,0.46,7.203e-11,2.523e-09,0.1996,0.1288,0.06643,0.6907,0.0009078,0.1781,0.001274,0.00464,0.4088,0.7983,0.8521,0.1597,0.8324,0.8016
ENSMMUG00000008611,ENSG00000080345,RIF1,1.067,1.277,0.7562,0.6395,0.2093,0.9931,-0.05656,1.03,1.002,0.02073,0.2248,0.6317,0.03906,0.986,-0.5174,0.4863,1.464,1.839,0.8951,0.9046,0.7607,0.5155,1.117,0.7545,1.388,1.279,0.4786,0.7062,0.1524,0.2234,0.4962,0.3028,0.0002335,7.484e-05,0.01088,0.03031,0.5112,0.0006594,0.8627,0.001299,0.003365,0.9466,0.5158,0.0465,0.9208,0.001422,0.1599,0.1531,5.758e-08,3.821e-12,0.0007207,0.0008744,0.004203,0.07598,2.537e-05,0.009688,4.294e-05,7.261e-05,0.1512,0.04564,0.6547,0.5144,0.1299,0.4571,0.007127,0.003339,0.09192,0.08401,0.8651,0.004501,0.9575,0.008851,0.05862,0.9875,0.877,0.3074,0.982,0.01773,0.3601,0.5553,8.391e-07,1.407e-09,0.006172,0.011,0.0387,0.2942,0.0003611,0.04058,0.001243,0.0005862,0.3131,0.1424,0.9024,0.7198,0.2713,0.7532
ENSMMUG00000008616,ENSG00000144747,TMF1,0.8133,1.027,0.404,0.7196,-0.061,0.791,0.1372,0.9636,0.6445,-0.101,-0.0511,0.3494,-0.109,0.4915,-0.4162,0.4132,0.966,1.165,0.251,0.4809,0.3464,0.1579,0.7134,0.5233,0.8174,0.7509,-0.04583,0.3176,-0.02058,-0.1845,0.1321,0.08546,0.000644,0.0001039,0.09429,0.002874,0.8115,0.001035,0.5928,0.0002261,0.0247,0.6966,0.861,0.1805,0.7376,0.05894,0.1632,0.1486,1.168e-05,3.952e-08,0.241,0.02907,0.1026,0.5005,0.0008472,0.02412,0.002628,0.003407,0.8628,0.2524,0.9383,0.4911,0.6098,0.793,0.01187,0.003763,0.2711,0.02454,0.964,0.005745,0.8516,0.002829,0.1416,0.8988,0.9768,0.4717,0.9302,0.1518,0.3637,0.5493,6.812e-05,4.943e-07,0.3644,0.09025,0.2178,0.7046,0.003122,0.07746,0.01372,0.01055,0.9265,0.4295,0.986,0.7013,0.7527,0.9258
ENSMMUG00000008639,ENSG00000141510,TP53,-0.288,-0.4552,-0.2781,-0.3221,0.1349,-0.3322,0.1739,-0.5866,-0.1861,0.1728,0.02082,-0.1272,0.08677,-0.05509,0.4769,-0.07076,-0.5231,-0.5896,-0.2587,-0.4362,-0.32,-0.2828,-0.4377,-0.5556,-0.2777,-0.3333,-0.001488,-0.3423,-0.1636,0.04854,-0.09111,-0.2208,0.04501,0.003814,0.0522,0.02609,0.3604,0.02178,0.235,0.0002852,0.2775,0.2583,0.9032,0.4132,0.6312,0.7193,0.004747,0.6829,7.333e-05,3.471e-06,0.03619,0.0008658,0.009807,0.03449,0.0005017,6.686e-05,0.08569,0.0302,0.9922,0.03686,0.2863,0.7496,0.5493,0.2547,0.1125,0.01928,0.1968,0.07676,0.7898,0.04635,0.5923,0.003309,0.5063,0.6866,0.9834,0.6593,0.8932,0.8141,0.08091,0.9252,0.0003122,1.626e-05,0.09093,0.01094,0.05718,0.2212,0.002151,0.001013,0.1574,0.05988,0.9962,0.1255,0.7234,0.8676,0.7073,0.5819
ENSMMUG00000008643,ENSG00000119041,GTF3C3,0.7372,0.9943,0.5777,0.4864,-0.08771,0.8311,0.1866,0.6281,0.6243,-0.04766,0.05252,0.4217,-0.1573,0.6733,-0.3906,0.2416,0.6908,1.168,0.4933,0.6572,0.7038,0.4571,0.7265,0.3729,0.7586,0.7911,0.2676,0.5611,0.2414,0.2021,0.4334,0.2189,0.001216,8.578e-05,0.01211,0.03408,0.7218,0.0002915,0.4456,0.01177,0.02,0.8438,0.8463,0.0861,0.6061,0.005398,0.1573,0.3689,0.0009037,8.063e-09,0.01483,0.001669,0.0004948,0.03694,0.0003391,0.09229,0.003908,0.001425,0.29,0.03502,0.3396,0.4262,0.08198,0.4819,0.01586,0.003428,0.09675,0.09001,0.9396,0.002923,0.7614,0.03942,0.1282,0.9528,0.9737,0.3752,0.882,0.03749,0.3567,0.7718,0.002533,1.61e-07,0.04787,0.01527,0.01423,0.2262,0.001631,0.2011,0.01782,0.005327,0.477,0.1212,0.7596,0.6519,0.1985,0.7689
ENSMMUG00000008649,ENSG00000172543,CTSW,-0.7786,-0.4979,0.4885,-0.2987,-0.09412,-0.3991,0.2815,-0.298,-0.6359,0.2798,0.8156,0.1736,-0.02618,-0.0157,0.7491,0.4938,-1.056,-0.8505,0.2548,-0.1959,-0.3325,-0.04424,-0.3435,0.3577,-0.3357,-0.2211,0.8704,0.4106,0.4793,0.7064,0.6059,0.7349,0.000233,0.02603,0.01647,0.1438,0.658,0.05273,0.1793,0.1782,0.01046,0.1969,0.0007746,0.4265,0.919,0.9425,0.001801,0.04,3.247e-08,2.025e-06,0.1411,0.2737,0.05504,0.812,0.04799,0.0549,0.1473,0.3079,6.385e-05,0.06976,0.02625,0.001093,0.005039,0.006279,0.007127,0.06939,0.1114,0.2441,0.9185,0.09324,0.5251,0.2867,0.09343,0.646,0.1814,0.6699,0.9815,0.965,0.05151,0.2915,5.324e-07,1.04e-05,0.2452,0.4246,0.1473,0.9046,0.07732,0.1391,0.2358,0.3962,0.0009294,0.1866,0.323,0.0134,0.03089,0.08605
ENSMMUG00000008651,ENSG00000172500,FIBP,-0.2105,-0.3696,-0.1221,-0.3377,0.2759,-0.2354,0.1407,-0.5748,-0.1716,0.2999,0.1088,-0.03986,0.3413,-0.04591,0.3665,-0.155,-0.5862,-0.6395,-0.01438,-0.3957,-0.3015,-0.2195,-0.5025,-0.3353,-0.3669,-0.4353,0.2438,-0.2362,0.03824,0.04386,-0.06874,-0.1455,0.1629,0.02476,0.4146,0.02667,0.07588,0.1208,0.3642,0.0006698,0.3337,0.05947,0.5401,0.8039,0.0713,0.773,0.03783,0.3884,2.604e-05,1.84e-06,0.9109,0.003713,0.02042,0.1166,0.0001545,0.01824,0.03093,0.006957,0.1228,0.1622,0.8098,0.782,0.6653,0.4683,0.2739,0.0672,0.6307,0.07779,0.459,0.1835,0.7025,0.005665,0.5591,0.4939,0.8869,0.9035,0.426,0.8523,0.184,0.7863,0.000132,9.625e-06,0.9418,0.02429,0.08365,0.3471,0.0009623,0.06355,0.07447,0.01832,0.2726,0.3244,0.953,0.8868,0.7922,0.7594
ENSMMUG00000008657,ENSG00000166971,AKTIP,0.2614,0.1194,0.1049,0.3891,-0.05725,0.2748,0.04104,0.4133,0.06675,-0.1882,-0.05169,0.1889,-0.1242,-0.1262,-0.1339,0.09118,0.5896,0.3299,0.0644,0.2916,0.2266,0.1116,0.239,0.06296,0.00373,-0.2654,-0.5177,-0.2185,-0.1447,-0.6909,-0.329,-0.315,0.09947,0.4901,0.5108,0.01452,0.7349,0.08703,0.8084,0.01787,0.7228,0.2726,0.7865,0.2687,0.5559,0.4595,0.4847,0.6284,5.869e-05,0.01781,0.6512,0.04721,0.1046,0.478,0.09122,0.6868,0.9834,0.1227,0.003512,0.2336,0.4057,0.0001341,0.05716,0.1612,0.1916,0.5887,0.706,0.05467,0.9424,0.1398,0.9404,0.05286,0.8436,0.6936,0.9587,0.5505,0.8633,0.6036,0.6637,0.9098,0.0002604,0.02732,0.747,0.1253,0.2204,0.6872,0.1338,0.795,0.9873,0.1869,0.02092,0.4102,0.7989,0.003411,0.1564,0.4714
ENSMMUG00000008666,ENSG00000051382,PIK3CB,0.5037,0.2432,-0.03039,0.4591,0.159,0.5915,0.05101,0.7901,0.2316,-0.2936,-0.3077,0.1367,0.2729,0.263,-0.3275,0.07792,1.138,0.6584,0.1689,0.4343,0.3799,0.202,0.674,0.5383,0.4655,-0.04439,-0.5696,-0.2608,-0.2307,-0.658,-0.4143,0.07945,0.009343,0.2475,0.8774,0.01819,0.4315,0.002395,0.8047,0.0002465,0.3008,0.1523,0.1821,0.5026,0.2706,0.1918,0.155,0.727,2.561e-10,9.506e-05,0.322,0.01341,0.02389,0.2789,8.09e-05,0.003231,0.03034,0.8279,0.007182,0.2331,0.2687,0.002108,0.04496,0.7599,0.04432,0.3525,0.9372,0.0623,0.8324,0.009511,0.939,0.002988,0.5285,0.6036,0.6927,0.7212,0.6872,0.3307,0.3541,0.9393,1.22e-08,0.000261,0.4505,0.05374,0.09001,0.5162,0.0006619,0.01875,0.07338,0.8671,0.03642,0.4099,0.7134,0.02105,0.1334,0.9142
